"subjID","choice","trial","outcome_blue","outcome","amount_blue","amount_orange","status"
"C18514",1,15,1,1,25,60,-1
"C18514",1,16,1,1,6,68,-1
"C18514",2,17,0,1,39,48,-1
"C18514",2,18,1,0,76,35,-1
"C18514",2,19,1,0,85,23,-1
"C18514",1,20,1,1,22,54,-1
"C18514",1,21,0,0,58,66,-1
"C18514",1,22,1,1,41,98,-1
"C18514",2,23,1,0,80,58,-1
"C18514",1,24,1,1,85,32,-1
"C18514",1,25,0,0,15,83,-1
"C18514",1,26,1,1,16,18,-1
"C18514",2,27,1,0,99,56,-1
"C18514",2,28,1,0,75,23,-1
"C18514",2,29,1,0,18,68,-1
"C18514",1,30,1,1,16,30,-1
"C18514",1,31,1,1,37,86,-1
"C18514",2,32,1,0,44,47,-1
"C18514",2,33,1,0,91,3,-1
"C18514",1,34,0,0,14,60,-1
"C18514",1,35,1,1,84,54,-1
"C18514",1,36,1,1,23,34,-1
"C18514",1,37,1,1,28,96,-1
"C18514",1,38,0,0,94,83,-1
"C18514",1,39,1,1,86,63,-1
"C18514",1,40,1,1,53,99,-1
"C18514",1,41,1,1,91,29,-1
"C18514",1,42,1,1,64,88,-1
"C18514",1,43,1,1,70,84,-1
"C18514",2,44,0,1,88,61,-1
"C18514",1,45,1,1,43,61,-1
"C18514",1,46,1,1,54,87,-1
"C18514",2,47,0,1,90,5,-1
"C18514",1,48,1,1,44,71,-1
"C18514",2,49,1,0,52,42,-1
"C18514",2,50,1,0,93,39,-1
"C18514",2,51,1,0,24,39,-1
"C18514",2,52,0,1,10,20,-1
"C18514",1,53,0,0,43,85,-1
"C18514",1,54,0,0,7,77,-1
"C18514",1,55,1,1,90,95,-1
"C18514",1,56,1,1,7,56,-1
"C18514",2,57,1,0,69,50,-1
"C18514",2,58,1,0,83,4,-1
"C18514",2,59,0,1,8,40,-1
"C18514",2,60,1,0,86,47,-1
"C18514",2,61,1,0,49,15,-1
"C18514",1,62,1,1,39,17,-1
"C18514",2,63,0,1,97,76,-1
"C18514",1,64,1,1,14,73,-1
"C18514",1,65,1,1,29,67,-1
"C18514",1,66,1,1,39,48,-1
"C18514",1,67,1,1,99,30,-1
"C18514",1,68,0,0,20,13,-1
"C18514",1,69,1,1,59,66,-1
"C18514",2,70,1,0,60,20,-1
"C18514",1,71,1,1,25,41,1
"C18514",2,72,0,1,70,76,1
"C18514",1,73,0,0,18,73,1
"C18514",2,74,0,1,80,41,1
"C18514",2,75,1,0,76,25,1
"C18514",2,76,0,1,52,34,1
"C18514",2,77,0,1,60,30,1
"C18514",1,78,0,0,36,91,1
"C18514",1,79,0,0,59,70,1
"C18514",1,80,1,1,47,64,1
"C18514",2,81,0,1,44,28,1
"C18514",2,82,0,1,80,2,1
"C18514",2,83,0,1,39,20,1
"C18514",2,84,0,1,61,32,1
"C18514",1,85,0,0,61,90,1
"C18514",2,86,1,0,70,62,1
"C18514",2,87,0,1,33,17,1
"C18514",1,88,0,0,17,74,1
"C18514",2,89,0,1,85,2,1
"C18514",2,90,0,1,76,39,1
"C18514",1,91,0,0,20,70,1
"C18514",2,92,1,0,69,24,1
"C18514",1,93,1,1,52,59,1
"C18514",2,94,0,1,43,15,1
"C18514",1,95,1,1,34,50,1
"C18514",2,96,0,1,48,43,1
"C18514",2,97,1,0,35,14,1
"C18514",2,98,1,0,42,12,1
"C18514",2,99,1,0,44,40,1
"C18514",1,100,1,1,50,88,1
"C18514",2,101,1,0,19,51,1
"C18514",2,102,1,0,59,44,1
"C18514",1,103,1,1,9,23,1
"C18514",2,104,1,0,76,23,1
"C18514",2,105,1,0,47,94,1
"C18514",1,106,0,0,56,67,1
"C18514",1,107,1,1,16,50,1
"C18514",1,108,1,1,7,83,1
"C18514",2,109,1,0,41,86,1
"C18514",2,110,1,0,37,61,1
"C18514",1,111,0,0,57,82,1
"C18514",1,112,0,0,28,68,1
"C18514",1,113,0,0,76,65,1
"C18514",2,114,0,1,19,25,1
"C18514",1,115,0,0,68,67,1
"C18514",1,116,0,0,68,82,1
"C18514",2,117,0,1,19,88,1
"C18514",1,118,1,1,11,55,1
"C18514",2,119,1,0,36,74,1
"C18514",2,120,0,1,64,18,1
"C18514",2,121,0,1,3,15,1
"C18514",2,122,0,1,76,91,1
"C18514",1,123,0,0,92,66,1
"C18514",1,124,0,0,14,67,1
"C18514",2,125,1,0,77,11,1
"C18514",2,126,0,1,20,36,1
"C18514",2,127,0,1,61,44,1
"C18514",2,128,0,1,34,4,1
"C18514",2,129,0,1,63,86,1
"C18514",2,130,0,1,43,99,1
"C18514",1,131,1,1,56,95,1
"C18514",1,132,0,0,63,89,1
"C18514",1,133,1,1,80,88,1
"C18514",2,134,0,1,10,5,1
"C18514",1,135,1,1,80,35,1
"C18514",2,136,1,0,57,8,1
"C18514",1,137,1,1,47,78,1
"C18514",2,138,1,0,99,5,1
"C18514",2,139,1,0,67,62,1
"C18514",2,140,0,1,27,95,1
"C18537",1,1,1,1,37,44,-1
"C18537",2,2,1,0,12,66,-1
"C18537",2,3,1,0,9,98,-1
"C18537",1,4,0,0,91,20,-1
"C18537",2,5,1,0,8,28,-1
"C18537",2,6,1,0,33,30,-1
"C18537",2,7,1,0,24,27,-1
"C18537",2,8,0,1,43,58,-1
"C18537",2,9,1,0,47,72,-1
"C18537",2,10,0,1,44,44,-1
"C18537",2,11,1,0,26,69,-1
"C18537",1,12,1,1,41,6,-1
"C18537",1,13,1,1,34,88,-1
"C18537",2,14,0,1,18,73,-1
"C18537",2,15,1,0,25,60,-1
"C18537",1,16,1,1,6,68,-1
"C18537",2,17,0,1,39,48,-1
"C18537",1,18,1,1,76,35,-1
"C18537",2,19,1,0,85,23,-1
"C18537",2,20,1,0,22,54,-1
"C18537",1,21,0,0,58,66,-1
"C18537",1,22,1,1,41,98,-1
"C18537",2,23,1,0,80,58,-1
"C18537",2,24,1,0,85,32,-1
"C18537",2,25,0,1,15,83,-1
"C18537",1,26,1,1,16,18,-1
"C18537",2,27,1,0,99,56,-1
"C18537",2,28,1,0,75,23,-1
"C18537",2,29,1,0,18,68,-1
"C18537",2,30,1,0,16,30,-1
"C18537",2,31,1,0,37,86,-1
"C18537",2,32,1,0,44,47,-1
"C18537",1,33,1,1,91,3,-1
"C18537",1,34,0,0,14,60,-1
"C18537",2,35,1,0,84,54,-1
"C18537",1,36,1,1,23,34,-1
"C18537",2,37,1,0,28,96,-1
"C18537",2,38,0,1,94,83,-1
"C18537",1,39,1,1,86,63,-1
"C18537",2,40,1,0,53,99,-1
"C18537",1,41,1,1,91,29,-1
"C18537",2,42,1,0,64,88,-1
"C18537",2,43,1,0,70,84,-1
"C18537",1,44,0,0,88,61,-1
"C18537",1,45,1,1,43,61,-1
"C18537",1,46,1,1,54,87,-1
"C18537",2,47,0,1,90,5,-1
"C18537",1,48,1,1,44,71,-1
"C18537",2,49,1,0,52,42,-1
"C18537",2,50,1,0,93,39,-1
"C18537",2,51,1,0,24,39,-1
"C18537",1,52,0,0,10,20,-1
"C18537",1,53,0,0,43,85,-1
"C18537",2,54,0,1,7,77,-1
"C18537",2,55,1,0,90,95,-1
"C18537",1,56,1,1,7,56,-1
"C18537",1,57,1,1,69,50,-1
"C18537",1,58,1,1,83,4,-1
"C18537",2,59,0,1,8,40,-1
"C18537",2,60,1,0,86,47,-1
"C18537",2,61,1,0,49,15,-1
"C18537",2,62,1,0,39,17,-1
"C18537",2,63,0,1,97,76,-1
"C18537",1,64,1,1,14,73,-1
"C18537",1,65,1,1,29,67,-1
"C18537",2,66,1,0,39,48,-1
"C18537",2,67,1,0,99,30,-1
"C18537",2,68,0,1,20,13,-1
"C18537",1,69,1,1,59,66,-1
"C18537",2,70,1,0,60,20,-1
"C18537",2,71,1,0,25,41,1
"C18537",2,72,0,1,70,76,1
"C18537",1,73,0,0,18,73,1
"C18537",1,74,0,0,80,41,1
"C18537",2,75,1,0,76,25,1
"C18537",1,76,0,0,52,34,1
"C18537",1,77,0,0,60,30,1
"C18537",1,78,0,0,36,91,1
"C18537",1,79,0,0,59,70,1
"C18537",1,80,1,1,47,64,1
"C18537",1,81,0,0,44,28,1
"C18537",1,82,0,0,80,2,1
"C18537",1,83,0,0,39,20,1
"C18537",2,84,0,1,61,32,1
"C18537",1,85,0,0,61,90,1
"C18537",2,86,1,0,70,62,1
"C18537",2,87,0,1,33,17,1
"C18537",1,88,0,0,17,74,1
"C18537",2,89,0,1,85,2,1
"C18537",2,90,0,1,76,39,1
"C18537",1,91,0,0,20,70,1
"C18537",2,92,1,0,69,24,1
"C18537",1,93,1,1,52,59,1
"C18537",1,94,0,0,43,15,1
"C18537",2,95,1,0,34,50,1
"C18537",1,96,0,0,48,43,1
"C18537",2,97,1,0,35,14,1
"C18537",2,98,1,0,42,12,1
"C18537",1,99,1,1,44,40,1
"C18537",2,100,1,0,50,88,1
"C18537",1,101,1,1,19,51,1
"C18537",1,102,1,1,59,44,1
"C18537",2,103,1,0,9,23,1
"C18537",2,104,1,0,76,23,1
"C18537",1,105,1,1,47,94,1
"C18537",2,106,0,1,56,67,1
"C18537",1,107,1,1,16,50,1
"C18537",2,108,1,0,7,83,1
"C18537",2,109,1,0,41,86,1
"C18537",2,110,1,0,37,61,1
"C18537",1,111,0,0,57,82,1
"C18537",1,112,0,0,28,68,1
"C18537",2,113,0,1,76,65,1
"C18537",1,114,0,0,19,25,1
"C18537",2,115,0,1,68,67,1
"C18537",2,116,0,1,68,82,1
"C18537",2,117,0,1,19,88,1
"C18537",2,118,1,0,11,55,1
"C18537",2,119,1,0,36,74,1
"C18537",2,120,0,1,64,18,1
"C18537",2,121,0,1,3,15,1
"C18537",1,122,0,0,76,91,1
"C18537",1,123,0,0,92,66,1
"C18537",1,124,0,0,14,67,1
"C18537",2,125,1,0,77,11,1
"C18537",1,126,0,0,20,36,1
"C18537",2,127,0,1,61,44,1
"C18537",1,128,0,0,34,4,1
"C18537",1,129,0,0,63,86,1
"C18537",2,130,0,1,43,99,1
"C18537",1,131,1,1,56,95,1
"C18537",2,132,0,1,63,89,1
"C18537",2,133,1,0,80,88,1
"C18537",1,134,0,0,10,5,1
"C18537",2,135,1,0,80,35,1
"C18537",1,136,1,1,57,8,1
"C18537",1,137,1,1,47,78,1
"C18537",1,138,1,1,99,5,1
"C18537",2,139,1,0,67,62,1
"C18537",1,140,0,0,27,95,1
"C18556",1,1,1,1,37,44,-1
"C18556",2,2,1,0,12,66,-1
"C18556",2,3,1,0,9,98,-1
"C18556",1,4,0,0,91,20,-1
"C18556",2,5,1,0,8,28,-1
"C18556",2,6,1,0,33,30,-1
"C18556",2,7,1,0,24,27,-1
"C18556",1,8,0,0,43,58,-1
"C18556",2,9,1,0,47,72,-1
"C18556",2,10,0,1,44,44,-1
"C18556",1,11,1,1,26,69,-1
"C18556",2,12,1,0,41,6,-1
"C18556",2,13,1,0,34,88,-1
"C18556",2,14,0,1,18,73,-1
"C18556",2,15,1,0,25,60,-1
"C18556",2,16,1,0,6,68,-1
"C18556",2,17,0,1,39,48,-1
"C18556",2,18,1,0,76,35,-1
"C18556",2,19,1,0,85,23,-1
"C18556",1,20,1,1,22,54,-1
"C18556",2,21,0,1,58,66,-1
"C18556",1,22,1,1,41,98,-1
"C18556",2,23,1,0,80,58,-1
"C18556",2,24,1,0,85,32,-1
"C18556",2,25,0,1,15,83,-1
"C18556",2,26,1,0,16,18,-1
"C18556",2,27,1,0,99,56,-1
"C18556",1,28,1,1,75,23,-1
"C18556",2,29,1,0,18,68,-1
"C18556",2,30,1,0,16,30,-1
"C18556",2,31,1,0,37,86,-1
"C18556",2,32,1,0,44,47,-1
"C18556",2,33,1,0,91,3,-1
"C18556",2,34,0,1,14,60,-1
"C18556",1,35,1,1,84,54,-1
"C18556",2,36,1,0,23,34,-1
"C18556",2,37,1,0,28,96,-1
"C18556",2,38,0,1,94,83,-1
"C18556",2,39,1,0,86,63,-1
"C18556",1,40,1,1,53,99,-1
"C18556",1,41,1,1,91,29,-1
"C18556",2,42,1,0,64,88,-1
"C18556",1,43,1,1,70,84,-1
"C18556",2,44,0,1,88,61,-1
"C18556",2,45,1,0,43,61,-1
"C18556",2,46,1,0,54,87,-1
"C18556",2,47,0,1,90,5,-1
"C18556",2,48,1,0,44,71,-1
"C18556",2,49,1,0,52,42,-1
"C18556",2,50,1,0,93,39,-1
"C18556",2,51,1,0,24,39,-1
"C18556",2,52,0,1,10,20,-1
"C18556",1,53,0,0,43,85,-1
"C18556",2,54,0,1,7,77,-1
"C18556",2,55,1,0,90,95,-1
"C18556",2,56,1,0,7,56,-1
"C18556",1,57,1,1,69,50,-1
"C18556",2,58,1,0,83,4,-1
"C18556",2,59,0,1,8,40,-1
"C18556",1,60,1,1,86,47,-1
"C18556",1,61,1,1,49,15,-1
"C18556",2,62,1,0,39,17,-1
"C18556",2,63,0,1,97,76,-1
"C18556",1,64,1,1,14,73,-1
"C18556",2,65,1,0,29,67,-1
"C18556",1,66,1,1,39,48,-1
"C18556",2,67,1,0,99,30,-1
"C18556",1,68,0,0,20,13,-1
"C18556",1,69,1,1,59,66,-1
"C18556",1,70,1,1,60,20,-1
"C18556",1,71,1,1,25,41,1
"C18556",2,72,0,1,70,76,1
"C18556",2,73,0,1,18,73,1
"C18556",2,74,0,1,80,41,1
"C18556",1,75,1,1,76,25,1
"C18556",1,76,0,0,52,34,1
"C18556",2,77,0,1,60,30,1
"C18556",2,78,0,1,36,91,1
"C18556",1,79,0,0,59,70,1
"C18556",2,80,1,0,47,64,1
"C18556",2,81,0,1,44,28,1
"C18556",1,82,0,0,80,2,1
"C18556",2,83,0,1,39,20,1
"C18556",2,84,0,1,61,32,1
"C18556",2,85,0,1,61,90,1
"C18556",2,86,1,0,70,62,1
"C18556",2,87,0,1,33,17,1
"C18556",1,88,0,0,17,74,1
"C18556",1,89,0,0,85,2,1
"C18556",1,90,0,0,76,39,1
"C18556",1,91,0,0,20,70,1
"C18556",2,92,1,0,69,24,1
"C18556",2,93,1,0,52,59,1
"C18556",1,94,0,0,43,15,1
"C18556",1,95,1,1,34,50,1
"C18556",2,96,0,1,48,43,1
"C18556",1,97,1,1,35,14,1
"C18556",2,98,1,0,42,12,1
"C18556",1,99,1,1,44,40,1
"C18556",1,100,1,1,50,88,1
"C18556",1,101,1,1,19,51,1
"C18556",2,102,1,0,59,44,1
"C18556",2,103,1,0,9,23,1
"C18556",2,104,1,0,76,23,1
"C18556",2,105,1,0,47,94,1
"C18556",2,106,0,1,56,67,1
"C18556",2,107,1,0,16,50,1
"C18556",2,108,1,0,7,83,1
"C18556",2,109,1,0,41,86,1
"C18556",2,110,1,0,37,61,1
"C18556",2,111,0,1,57,82,1
"C18556",2,112,0,1,28,68,1
"C18556",2,113,0,1,76,65,1
"C18556",2,114,0,1,19,25,1
"C18556",2,115,0,1,68,67,1
"C18556",2,116,0,1,68,82,1
"C18556",2,117,0,1,19,88,1
"C18556",2,118,1,0,11,55,1
"C18556",2,119,1,0,36,74,1
"C18556",2,120,0,1,64,18,1
"C18556",2,121,0,1,3,15,1
"C18556",2,122,0,1,76,91,1
"C18556",2,123,0,1,92,66,1
"C18556",2,124,0,1,14,67,1
"C18556",2,125,1,0,77,11,1
"C18556",2,126,0,1,20,36,1
"C18556",2,127,0,1,61,44,1
"C18556",2,128,0,1,34,4,1
"C18556",2,129,0,1,63,86,1
"C18556",2,130,0,1,43,99,1
"C18556",2,131,1,0,56,95,1
"C18556",2,132,0,1,63,89,1
"C18556",2,133,1,0,80,88,1
"C18556",2,134,0,1,10,5,1
"C18556",2,135,1,0,80,35,1
"C18556",2,136,1,0,57,8,1
"C18556",1,137,1,1,47,78,1
"C18556",2,138,1,0,99,5,1
"C18556",2,139,1,0,67,62,1
"C18556",2,140,0,1,27,95,1
"C18578",1,1,1,1,37,44,-1
"C18578",2,2,1,0,12,66,-1
"C18578",1,3,1,1,9,98,-1
"C18578",2,4,0,1,91,20,-1
"C18578",1,5,1,1,8,28,-1
"C18578",2,6,1,0,33,30,-1
"C18578",2,7,1,0,24,27,-1
"C18578",1,8,0,0,43,58,-1
"C18578",1,9,1,1,47,72,-1
"C18578",1,10,0,0,44,44,-1
"C18578",1,11,1,1,26,69,-1
"C18578",2,12,1,0,41,6,-1
"C18578",2,13,1,0,34,88,-1
"C18578",1,14,0,0,18,73,-1
"C18578",1,15,1,1,25,60,-1
"C18578",1,16,1,1,6,68,-1
"C18578",2,17,0,1,39,48,-1
"C18578",1,18,1,1,76,35,-1
"C18578",1,19,1,1,85,23,-1
"C18578",2,20,1,0,22,54,-1
"C18578",2,21,0,1,58,66,-1
"C18578",1,22,1,1,41,98,-1
"C18578",2,23,1,0,80,58,-1
"C18578",2,24,1,0,85,32,-1
"C18578",1,25,0,0,15,83,-1
"C18578",1,26,1,1,16,18,-1
"C18578",2,27,1,0,99,56,-1
"C18578",2,28,1,0,75,23,-1
"C18578",2,29,1,0,18,68,-1
"C18578",1,30,1,1,16,30,-1
"C18578",2,31,1,0,37,86,-1
"C18578",2,32,1,0,44,47,-1
"C18578",2,33,1,0,91,3,-1
"C18578",2,34,0,1,14,60,-1
"C18578",1,35,1,1,84,54,-1
"C18578",2,36,1,0,23,34,-1
"C18578",1,37,1,1,28,96,-1
"C18578",1,38,0,0,94,83,-1
"C18578",1,39,1,1,86,63,-1
"C18578",2,40,1,0,53,99,-1
"C18578",2,41,1,0,91,29,-1
"C18578",2,42,1,0,64,88,-1
"C18578",2,43,1,0,70,84,-1
"C18578",2,44,0,1,88,61,-1
"C18578",2,45,1,0,43,61,-1
"C18578",2,46,1,0,54,87,-1
"C18578",2,47,0,1,90,5,-1
"C18578",2,48,1,0,44,71,-1
"C18578",2,49,1,0,52,42,-1
"C18578",2,50,1,0,93,39,-1
"C18578",2,51,1,0,24,39,-1
"C18578",2,52,0,1,10,20,-1
"C18578",2,53,0,1,43,85,-1
"C18578",1,54,0,0,7,77,-1
"C18578",1,55,1,1,90,95,-1
"C18578",1,56,1,1,7,56,-1
"C18578",2,57,1,0,69,50,-1
"C18578",2,58,1,0,83,4,-1
"C18578",2,59,0,1,8,40,-1
"C18578",1,60,1,1,86,47,-1
"C18578",2,61,1,0,49,15,-1
"C18578",2,62,1,0,39,17,-1
"C18578",2,63,0,1,97,76,-1
"C18578",1,64,1,1,14,73,-1
"C18578",2,65,1,0,29,67,-1
"C18578",2,66,1,0,39,48,-1
"C18578",2,67,1,0,99,30,-1
"C18578",2,68,0,1,20,13,-1
"C18578",2,69,1,0,59,66,-1
"C18578",2,70,1,0,60,20,-1
"C18578",2,71,1,0,25,41,1
"C18578",2,72,0,1,70,76,1
"C18578",2,73,0,1,18,73,1
"C18578",1,74,0,0,80,41,1
"C18578",1,75,1,1,76,25,1
"C18578",1,76,0,0,52,34,1
"C18578",1,77,0,0,60,30,1
"C18578",1,78,0,0,36,91,1
"C18578",1,79,0,0,59,70,1
"C18578",1,80,1,1,47,64,1
"C18578",1,81,0,0,44,28,1
"C18578",2,82,0,1,80,2,1
"C18578",1,83,0,0,39,20,1
"C18578",2,84,0,1,61,32,1
"C18578",1,85,0,0,61,90,1
"C18578",1,86,1,1,70,62,1
"C18578",1,87,0,0,33,17,1
"C18578",1,88,0,0,17,74,1
"C18578",1,89,0,0,85,2,1
"C18578",1,90,0,0,76,39,1
"C18578",1,91,0,0,20,70,1
"C18578",1,92,1,1,69,24,1
"C18578",1,93,1,1,52,59,1
"C18578",1,94,0,0,43,15,1
"C18578",1,95,1,1,34,50,1
"C18578",2,96,0,1,48,43,1
"C18578",2,97,1,0,35,14,1
"C18578",2,98,1,0,42,12,1
"C18578",2,99,1,0,44,40,1
"C18578",2,100,1,0,50,88,1
"C18578",2,101,1,0,19,51,1
"C18578",2,102,1,0,59,44,1
"C18578",2,103,1,0,9,23,1
"C18578",2,104,1,0,76,23,1
"C18578",2,105,1,0,47,94,1
"C18578",2,106,0,1,56,67,1
"C18578",1,107,1,1,16,50,1
"C18578",2,108,1,0,7,83,1
"C18578",2,109,1,0,41,86,1
"C18578",2,110,1,0,37,61,1
"C18578",2,111,0,1,57,82,1
"C18578",2,112,0,1,28,68,1
"C18578",1,113,0,0,76,65,1
"C18578",1,114,0,0,19,25,1
"C18578",1,115,0,0,68,67,1
"C18578",1,116,0,0,68,82,1
"C18578",1,117,0,0,19,88,1
"C18578",1,118,1,1,11,55,1
"C18578",1,119,1,1,36,74,1
"C18578",2,120,0,1,64,18,1
"C18578",1,121,0,0,3,15,1
"C18578",1,122,0,0,76,91,1
"C18578",1,123,0,0,92,66,1
"C18578",1,124,0,0,14,67,1
"C18578",2,125,1,0,77,11,1
"C18578",2,126,0,1,20,36,1
"C18578",2,127,0,1,61,44,1
"C18578",1,128,0,0,34,4,1
"C18578",1,129,0,0,63,86,1
"C18578",1,130,0,0,43,99,1
"C18578",1,131,1,1,56,95,1
"C18578",1,132,0,0,63,89,1
"C18578",1,133,1,1,80,88,1
"C18578",1,134,0,0,10,5,1
"C18578",1,135,1,1,80,35,1
"C18578",2,136,1,0,57,8,1
"C18578",2,137,1,0,47,78,1
"C18578",2,138,1,0,99,5,1
"C18578",2,139,1,0,67,62,1
"C18578",2,140,0,1,27,95,1
"C18589",1,1,1,1,37,44,-1
"C18589",1,2,1,1,12,66,-1
"C18589",2,3,1,0,9,98,-1
"C18589",2,4,0,1,91,20,-1
"C18589",1,5,1,1,8,28,-1
"C18589",2,6,1,0,33,30,-1
"C18589",1,7,1,1,24,27,-1
"C18589",1,8,0,0,43,58,-1
"C18589",1,9,1,1,47,72,-1
"C18589",2,10,0,1,44,44,-1
"C18589",1,11,1,1,26,69,-1
"C18589",2,12,1,0,41,6,-1
"C18589",1,13,1,1,34,88,-1
"C18589",2,14,0,1,18,73,-1
"C18589",1,15,1,1,25,60,-1
"C18589",2,16,1,0,6,68,-1
"C18589",2,17,0,1,39,48,-1
"C18589",2,18,1,0,76,35,-1
"C18589",2,19,1,0,85,23,-1
"C18589",2,20,1,0,22,54,-1
"C18589",2,21,0,1,58,66,-1
"C18589",1,22,1,1,41,98,-1
"C18589",1,23,1,1,80,58,-1
"C18589",1,24,1,1,85,32,-1
"C18589",2,25,0,1,15,83,-1
"C18589",1,26,1,1,16,18,-1
"C18589",2,27,1,0,99,56,-1
"C18589",2,28,1,0,75,23,-1
"C18589",2,29,1,0,18,68,-1
"C18589",2,30,1,0,16,30,-1
"C18589",2,31,1,0,37,86,-1
"C18589",2,32,1,0,44,47,-1
"C18589",2,33,1,0,91,3,-1
"C18589",2,34,0,1,14,60,-1
"C18589",2,35,1,0,84,54,-1
"C18589",2,36,1,0,23,34,-1
"C18589",2,37,1,0,28,96,-1
"C18589",2,38,0,1,94,83,-1
"C18589",2,39,1,0,86,63,-1
"C18589",2,40,1,0,53,99,-1
"C18589",2,41,1,0,91,29,-1
"C18589",1,42,1,1,64,88,-1
"C18589",1,43,1,1,70,84,-1
"C18589",2,44,0,1,88,61,-1
"C18589",2,45,1,0,43,61,-1
"C18589",2,46,1,0,54,87,-1
"C18589",1,47,0,0,90,5,-1
"C18589",2,48,1,0,44,71,-1
"C18589",2,49,1,0,52,42,-1
"C18589",1,50,1,1,93,39,-1
"C18589",2,51,1,0,24,39,-1
"C18589",2,52,0,1,10,20,-1
"C18589",2,53,0,1,43,85,-1
"C18589",2,54,0,1,7,77,-1
"C18589",1,55,1,1,90,95,-1
"C18589",2,56,1,0,7,56,-1
"C18589",2,57,1,0,69,50,-1
"C18589",2,58,1,0,83,4,-1
"C18589",2,59,0,1,8,40,-1
"C18589",2,60,1,0,86,47,-1
"C18589",2,61,1,0,49,15,-1
"C18589",2,62,1,0,39,17,-1
"C18589",2,63,0,1,97,76,-1
"C18589",1,64,1,1,14,73,-1
"C18589",2,65,1,0,29,67,-1
"C18589",2,66,1,0,39,48,-1
"C18589",2,67,1,0,99,30,-1
"C18589",2,68,0,1,20,13,-1
"C18589",2,69,1,0,59,66,-1
"C18589",2,70,1,0,60,20,-1
"C18589",2,71,1,0,25,41,1
"C18589",2,72,0,1,70,76,1
"C18589",2,73,0,1,18,73,1
"C18589",1,74,0,0,80,41,1
"C18589",2,75,1,0,76,25,1
"C18589",2,76,0,1,52,34,1
"C18589",1,77,0,0,60,30,1
"C18589",1,78,0,0,36,91,1
"C18589",1,79,0,0,59,70,1
"C18589",2,80,1,0,47,64,1
"C18589",1,81,0,0,44,28,1
"C18589",1,82,0,0,80,2,1
"C18589",1,83,0,0,39,20,1
"C18589",1,84,0,0,61,32,1
"C18589",1,85,0,0,61,90,1
"C18589",1,86,1,1,70,62,1
"C18589",2,87,0,1,33,17,1
"C18589",1,88,0,0,17,74,1
"C18589",1,89,0,0,85,2,1
"C18589",1,90,0,0,76,39,1
"C18589",1,91,0,0,20,70,1
"C18589",1,92,1,1,69,24,1
"C18589",1,93,1,1,52,59,1
"C18589",1,94,0,0,43,15,1
"C18589",1,95,1,1,34,50,1
"C18589",2,96,0,1,48,43,1
"C18589",1,97,1,1,35,14,1
"C18589",2,98,1,0,42,12,1
"C18589",2,99,1,0,44,40,1
"C18589",2,100,1,0,50,88,1
"C18589",2,101,1,0,19,51,1
"C18589",2,102,1,0,59,44,1
"C18589",2,103,1,0,9,23,1
"C18589",2,104,1,0,76,23,1
"C18589",2,105,1,0,47,94,1
"C18589",2,106,0,1,56,67,1
"C18589",2,107,1,0,16,50,1
"C18589",2,108,1,0,7,83,1
"C18589",2,109,1,0,41,86,1
"C18589",2,110,1,0,37,61,1
"C18589",2,111,0,1,57,82,1
"C18589",1,112,0,0,28,68,1
"C18589",1,113,0,0,76,65,1
"C18589",1,114,0,0,19,25,1
"C18589",1,115,0,0,68,67,1
"C18589",1,116,0,0,68,82,1
"C18589",1,117,0,0,19,88,1
"C18589",1,118,1,1,11,55,1
"C18589",2,119,1,0,36,74,1
"C18589",2,120,0,1,64,18,1
"C18589",1,121,0,0,3,15,1
"C18589",2,122,0,1,76,91,1
"C18589",1,123,0,0,92,66,1
"C18589",1,124,0,0,14,67,1
"C18589",1,125,1,1,77,11,1
"C18589",2,126,0,1,20,36,1
"C18589",1,127,0,0,61,44,1
"C18589",1,128,0,0,34,4,1
"C18589",1,129,0,0,63,86,1
"C18589",1,130,0,0,43,99,1
"C18589",1,131,1,1,56,95,1
"C18589",2,132,0,1,63,89,1
"C18589",2,133,1,0,80,88,1
"C18589",2,134,0,1,10,5,1
"C18589",1,135,1,1,80,35,1
"C18589",2,136,1,0,57,8,1
"C18589",2,137,1,0,47,78,1
"C18589",2,138,1,0,99,5,1
"C18589",2,139,1,0,67,62,1
"C18589",2,140,0,1,27,95,1
"C18615",1,1,1,1,37,44,-1
"C18615",2,2,1,0,12,66,-1
"C18615",2,3,1,0,9,98,-1
"C18615",1,4,0,0,91,20,-1
"C18615",2,5,1,0,8,28,-1
"C18615",1,6,1,1,33,30,-1
"C18615",2,7,1,0,24,27,-1
"C18615",2,8,0,1,43,58,-1
"C18615",1,9,1,1,47,72,-1
"C18615",1,10,0,0,44,44,-1
"C18615",1,11,1,1,26,69,-1
"C18615",1,12,1,1,41,6,-1
"C18615",1,13,1,1,34,88,-1
"C18615",2,14,0,1,18,73,-1
"C18615",1,15,1,1,25,60,-1
"C18615",1,16,1,1,6,68,-1
"C18615",1,17,0,0,39,48,-1
"C18615",1,18,1,1,76,35,-1
"C18615",2,19,1,0,85,23,-1
"C18615",2,20,1,0,22,54,-1
"C18615",2,21,0,1,58,66,-1
"C18615",1,22,1,1,41,98,-1
"C18615",2,23,1,0,80,58,-1
"C18615",1,24,1,1,85,32,-1
"C18615",1,25,0,0,15,83,-1
"C18615",1,26,1,1,16,18,-1
"C18615",1,27,1,1,99,56,-1
"C18615",1,28,1,1,75,23,-1
"C18615",1,29,1,1,18,68,-1
